Amolika,Priceless
Ayushi,One with a long life
Pankaj,Lotus
Jotika,Light
Small ,n.) Smallclothes.,,,,,,
Small ,"n.) Same as Little go. See under Little, a.",,,,,,
Small ,v. t.) To make little or less.,,,,,,
Smallage ,n.) A biennial umbelliferous plant ,"Apium graveolens) native of the seacoats of Europe and Asia. When deprived of its acrid and even poisonous properties by cultivation, it becomes celery.",,,,,
Smallclothes ,n. pl.) A man's garment for the hips and thighs; breeches. See Breeches.,,,,,,
Smallish ,a.) Somewhat small.,,,,,,
Smallness ,n.) The quality or state of being small.,,,,,,
Smallpox ,"n.) A contagious, constitutional, febrile disease characterized by a peculiar eruption; variola. The cutaneous eruption is at first a collection of papules which become vesicles ","first flat, subsequently umbilicated) and then pustules, and finally thick crusts which slough after a certain time, often leaving a pit, or scar.",,,,,
Smalls ,"n. pl.) See Small, n., 2, 3.",,,,,,
Smallsword ,"n.) A light sword used for thrusting only; especially, the sword worn by civilians of rank in the eighteenth century.",,,,,,
Smally ,adv.) In a small quantity or degree; with minuteness.,,,,,,
Smalt ,"v. t.) A deep blue pigment or coloring material used in various arts. It is a vitreous substance made of cobalt, potash, and calcined quartz fused, and reduced to a powder.",,,,,,
Smalt-blue ,"a.) Deep blue, like smalt.",,,,,,
Smaltine ,n.) Alt. of Smaltite,,,,,,
Smaltite ,"n.) A tin-white or gray mineral of metallic luster. It is an arsenide of cobalt, nickel, and iron. Called also speiskobalt.",,,,,,
Smaragd ,n.) The emerald.,,,,,,
Smaragdine ,a.) Of or pertaining to emerald; resembling emerald; of an emerald green.,,,,,,
Smaragdite ,"n.) A green foliated kind of amphibole, observed in eclogite and some varietis of gabbro.",,,,,,
Smarted ,imp. & p. p.) of Smart,,,,,,
Smarting ,p. pr. & vb. n.) of Smart,,,,,,
Smart ,"v. i.) To feel a lively, pungent local pain; -- said of some part of the body as the seat of irritation; as, my finger smarts; these wounds smart.",,,,,,
Smart ,v. i.) To feel a pungent pain of mind; to feel sharp pain or grief; to suffer; to feel the sting of evil.,,,,,,
Smart ,v. t.) To cause a smart in.,,,,,,
Smart ,"v. i.) Quick, pungent, lively pain; a pricking local pain, as the pain from puncture by nettles.",,,,,,
Smart ,"v. i.) Severe, pungent pain of mind; pungent grief; as, the smart of affliction.",,,,,,
Smart ,"v. i.) A fellow who affects smartness, briskness, and vivacity; a dandy.",,,,,,
Smart ,v. i.) Smart money ,see below).,,,,,
Smart ,"v. i.) Causing a smart; pungent; pricking; as, a smart stroke or taste.",,,,,,
Smart ,"v. i.) Keen; severe; poignant; as, smart pain.",,,,,,
Smart ,v. i.) Vigorous; sharp; severe.,,,,,,
Smart ,"v. i.) Accomplishing, or able to accomplish, results quickly; active; sharp; clever.",,,,,,
Smart ,v. i.) Efficient; vigorous; brilliant.,,,,,,
Smart ,"v. i.) Marked by acuteness or shrewdness; quick in suggestion or reply; vivacious; witty; as, a smart reply; a smart saying.",,,,,,
Smart ,"v. i.) Pretentious; showy; spruce; as, a smart gown.",,,,,,
Smart ,"v. i.) Brisk; fresh; as, a smart breeze.",,,,,,
Smarten ,v. t.) To make smart or spruce; -- usually with up.,,,,,,
Smartle ,v. i.) To waste away.,,,,,,
Smartly ,adv.) In a smart manner.,,,,,,
Smartness ,n.) The quality or state of being smart.,,,,,,
Smartweed ,n.) An acrid plant of the genus Polygonum ,"P. Hydropiper), which produces smarting if applied where the skin is tender.",,,,,
Smashed ,imp. & p. p.) of Smash,,,,,,
Smashing ,p. pr. & vb. n.) of Smash,,,,,,
Smash ,v. t.) To break in pieces by violence; to dash to pieces; to crush.,,,,,,
Smash ,"v. i.) To break up, or to pieces suddenly, as the result of collision or pressure.",,,,,,
Smash ,n.) A breaking or dashing to pieces; utter destruction; wreck.,,,,,,
Smash ,"n.) Hence, bankruptcy.",,,,,,
Smasher ,"n.) One who, or that which, smashes or breaks things to pieces.",,,,,,
Smasher ,n.) Anything very large or extraordinary.,,,,,,
Smasher ,n.) One who passes counterfeit coin.,,,,,,
Smatch ,n.) Taste; tincture; smack.,,,,,,
Smatch ,v. i.) To smack.,,,,,,
Smatter ,v. i.) To talk superficially or ignorantly; to babble; to chatter.,,,,,,
Smatter ,"v. i.) To have a slight taste, or a slight, superficial knowledge, of anything; to smack.",,,,,,
Smatter ,v. t.) To talk superficially about.,,,,,,
Smatter ,"v. t.) To gain a slight taste of; to acquire a slight, superficial knowledge of; to smack.",,,,,,
Smatter ,n.) Superficial knowledge; a smattering.,,,,,,
Smatterer ,"n.) One who has only a slight, superficial knowledge; a sciolist.",,,,,,
Smattering ,"n.) A slight, superficial knowledge of something; sciolism.",,,,,,
Smeared ,imp. & p. p.) of Smear,,,,,,
Smearing ,p. pr. & vb. n.) of Smear,,,,,,
Smear ,"n.) To overspread with anything unctuous, viscous, or adhesive; to daub; as, to smear anything with oil.",,,,,,
Smear ,"n.) To soil in any way; to contaminate; to pollute; to stain morally; as, to be smeared with infamy.",,,,,,
Smear ,"n.) A fat, oily substance; oinment.",,,,,,
Smear ,"n.) Hence, a spot made by, or as by, an unctuous or adhesive substance; a blot or blotch; a daub; a stain.",,,,,,
Smear dab ,) The sand fluke ,b).,,,,,
Smeared ,"a.) Having the color mark ings ill defined, as if rubbed; as, the smeared dagger moth ",Apatela oblinita).,,,,,
Smeary ,a.) Tending to smear or soil; adhesive; viscous.,,,,,,
Smeath ,n.) The smew.,,,,,,
Smectite ,"n.) A hydrous silicate of alumina, of a greenish color, which, in certain states of humidity, appears transparent and almost gelatinous.",,,,,,
Smee ,n.) The pintail duck.,,,,,,
Smee ,n.) The widgeon.,,,,,,
Smee ,n.) The poachard.,,,,,,
Smee ,n.) The smew.,,,,,,
Smeeth ,v. t.) To smoke; to blacken with smoke; to rub with soot.,,,,,,
Smeeth ,v. t.) To smooth.,,,,,,
Smegma ,n.) The matter secreted by any of the sebaceous glands.,,,,,,
Smegma ,n.) The soapy substance covering the skin of newborn infants.,,,,,,
Smegma ,"n.) The cheesy, sebaceous matter which collects between the glans penis and the foreskin.",,,,,,
Smegmatic ,a.) Being of the nature of soap; soapy; cleansing; detersive.,,,,,,
Smeir ,"n.) A salt glaze on pottery, made by adding common salt to an earthenware glaze.",,,,,,
Smelled ,imp. & p. p.) of Smell,,,,,,
Smelt ,) of Smell,,,,,,
Smelling ,p. pr. & vb. n.) of Smell,,,,,,
Smell ,"n.) To perceive by the olfactory nerves, or organs of smell; to have a sensation of, excited through the nasal organs when affected by the appropriate materials or qualities; to obtain the scent of; as, to smell a rose; to smell perfumes.",,,,,,
Smell ,"n.) To detect or perceive, as if by the sense of smell; to scent out; -- often with out.",,,,,,
Smell ,n.) To give heed to.,,,,,,
Smell ,"v. i.) To affect the olfactory nerves; to have an odor or scent; -- often followed by of; as, to smell of smoke, or of musk.",,,,,,
Smell ,"v. i.) To have a particular tincture or smack of any quality; to savor; as, a report smells of calumny.",,,,,,
Smell ,v. i.) To exercise the sense of smell.,,,,,,
Smell ,v. i.) To exercise sagacity.,,,,,,
Smell ,v. t.) The sense or faculty by which certain qualities of bodies are perceived through the instrumentally of the olfactory nerves. See Sense.,,,,,,
Smell ,"v. t.) The quality of any thing or substance, or emanation therefrom, which affects the olfactory organs; odor; scent; fragrance; perfume; as, the smell of mint.",,,,,,
Smeller ,"n.) One who smells, or perceives by the sense of smell; one who gives out smell.",,,,,,
Smeller ,n.) The nose.,,,,,,
Smell-feast ,n.) One who is apt to find and frequent good tables; a parasite; a sponger.,,,,,,
Smell-feast ,n.) A feast at which the guests are supposed to feed upon the odors only of the viands.,,,,,,
Smelling ,n.) The act of one who smells.,,,,,,
Smelling ,n.) The sense by which odors are perceived; the sense of smell.,,,,,,
Smell-less ,a.) Destitute of smell; having no odor.,,,,,,
Smelt ,) imp. & p. p. of Smell.,,,,,,
Smelt ,"n.) Any one of numerous species of small silvery salmonoid fishes of the genus Osmerus and allied genera, which ascend rivers to spawn, and sometimes become landlocked in lakes. They are esteemed as food, and have a peculiar odor and taste.",,,,,,
Smelt ,n.) A gull; a simpleton.,,,,,,
Smelted ,imp. & p. p.) of Smelt,,,,,,
Smelting ,p. pr. & vb. n.) of Smelt,,,,,,
Smelt ,"v. i.) To melt or fuse, as, ore, for the purpose of separating and refining the metal; hence, to reduce; to refine; to flux or scorify; as, to smelt tin.",,,,,,
Smelter ,"n.) One who, or that which, smelts.",,,,,,
Smeltery ,n.) A house or place for smelting.,,,,,,
Smeltie ,"n.) A fish, the bib.",,,,,,
Smelting ,) a. & n. from Smelt.,,,,,,
Smerk ,n. & v.) See Smirk.,,,,,,
Smerk ,a.) Alt. of Smerky,,,,,,
Smerky ,"a.) Smart; jaunty; spruce. See Smirk, a.",,,,,,
Smerlin ,n.) A small loach.,,,,,,
Smew ,n.) small European merganser ,"Mergus albellus) which has a white crest; -- called also smee, smee duck, white merganser, and white nun.",,,,,
Smew ,n.) The hooded merganser.,,,,,,
Smicker ,a.) To look amorously or wantonly; to smirk.,,,,,,
Smicker ,v.) Amorous; wanton; gay; spruce.,,,,,,
Smickering ,n.) Amorous glance or inclination.,,,,,,
Smicket ,n.) A woman's under-garment; a smock.,,,,,,
Smickly ,adv.) Smugly; finically.,,,,,,
Smiddy ,n.) A smithy.,,,,,,
Smift ,"n.) A match for firing a charge of powder, as in blasting; a fuse.",,,,,,
Smight ,v. t.) To smite.,,,,,,
Smilacin ,n.) See Parrilin.,,,,,,
Smilax ,"n.) A genus of perennial climbing plants, usually with a prickly woody stem; green brier, or cat brier. The rootstocks of certain species are the source of the medicine called sarsaparilla.",,,,,,
Smilax ,n.) A delicate trailing plant ,Myrsiphyllum asparagoides) much used for decoration. It is a native of the Cape of Good Hope.,,,,,
Smiled ,imp. & p. p.) of Smile,,,,,,
Smiling ,p. pr. & vb. n.) of Smile,,,,,,
Smile ,"v. i.) To express amusement, pleasure, moderate joy, or love and kindness, by the features of the face; to laugh silently.",,,,,,
Smile ,v. i.) To express slight contempt by a look implying sarcasm or pity; to sneer.,,,,,,
Smile ,"v. i.) To look gay and joyous; to have an appearance suited to excite joy; as, smiling spring; smiling plenty.",,,,,,
Smile ,"v. i.) To be propitious or favorable; to favor; to countenance; -- often with on; as, to smile on one's labors.",,,,,,
Smile ,"v. t.) To express by a smile; as, to smile consent; to smile a welcome to visitors.",,,,,,
Smile ,v. t.) To affect in a certain way with a smile.,,,,,,
Smile ,"v. i.) The act of smiling; a peculiar change or brightening of the face, which expresses pleasure, moderate joy, mirth, approbation, or kindness; -- opposed to frown.",,,,,,
Smile ,"v. i.) A somewhat similar expression of countenance, indicative of satisfaction combined with malevolent feelings, as contempt, scorn, etc; as, a scornful smile.",,,,,,
Smile ,"v. i.) Favor; countenance; propitiousness; as, the smiles of Providence.",,,,,,
Smile ,"v. i.) Gay or joyous appearance; as, the smiles of spring.",,,,,,
Smileless ,a.) Not having a smile.,,,,,,
Smiler ,n.) One who smiles.,,,,,,
Smilet ,n.) A little smile.,,,,,,
Smilingly ,adv.) In a smiling manner.,,,,,,
Smilingness ,n.) Quality or state of being smiling.,,,,,,
Smilodon ,n.) An extinct genus of saber-toothed tigers. See Mach/rodus.,,,,,,
Smilt ,v. i.) To melt.,,,,,,
Sminthurid ,"n.) Any one of numerous small species of springtails, of the family Sminthuridae, -- usually found on flowers. See Illust. under Collembola.",,,,,,
Smirch ,"v. t.) To smear with something which stains, or makes dirty; to smutch; to begrime; to soil; to sully.",,,,,,
Smirch ,n.) A smutch; a dirty stain.,,,,,,
Smirked ,imp. & p. p.) of Smirk,,,,,,
Smirking ,p. pr. & vb. n.) of Smirk,,,,,,
Smirk ,v. i.) To smile in an affected or conceited manner; to smile with affected complaisance; to simper.,,,,,,
Smirk ,n.) A forced or affected smile; a simper.,,,,,,
Smirk ,"a.) Nice,; smart; spruce; affected; simpering.",,,,,,
Smirkingly ,adv.) With smirking; with a smirk.,,,,,,
Smirky ,a.) Smirk; smirking.,,,,,,
Smit ,) imp. & p. p. of Smite.,,,,,,
Smit ,) 3d. pers. sing. pres. of Smite.,,,,,,
Smote ,imp.) of Smite,,,,,,
Smit ,) of Smite,,,,,,
Smitten ,p. p.) of Smite,,,,,,
Smote ,) of Smite,,,,,,
Smiting ,p. pr. & vb. n.) of Smite,,,,,,
Smite ,"v. t.) To strike; to inflict a blow upon with the hand, or with any instrument held in the hand, or with a missile thrown by the hand; as, to smite with the fist, with a rod, sword, spear, or stone.",,,,,,
Smite ,v. t.) To cause to strike; to use as an instrument in striking or hurling.,,,,,,
Smite ,"v. t.) To destroy the life of by beating, or by weapons of any kind; to slay by a blow; to kill; as, to smite one with the sword, or with an arrow or other instrument.",,,,,,
Smite ,v. t.) To put to rout in battle; to overthrow by war.,,,,,,
Smite ,"v. t.) To blast; to destroy the life or vigor of, as by a stroke or by some visitation.",,,,,,
Smite ,v. t.) To afflict; to chasten; to punish.,,,,,,
Smite ,"v. t.) To strike or affect with passion, as love or fear.",,,,,,
Smite ,v. i.) To strike; to collide; to beat.,,,,,,
Smite ,n.) The act of smiting; a blow.,,,,,,
Smiter ,n.) One who smites.,,,,,,
Smith ,"n.) One who forges with the hammer; one who works in metals; as, a blacksmith, goldsmith, silversmith, and the like.",,,,,,
Smith ,n.) One who makes or effects anything.,,,,,,
Smith ,n.) To beat into shape; to forge.,,,,,,
Smithcraft ,n.) The art or occupation of a smith; smithing.,,,,,,
Smither ,"n.) Light, fine rain.",,,,,,
Smither ,n.) Fragments; atoms; finders.,,,,,,
Smithereens ,n. pl.) Fragments; atoms; smithers.,,,,,,
Smithery ,n.) The workshop of a smith; a smithy or stithy.,,,,,,
Smithery ,n.) Work done by a smith; smithing.,,,,,,
Smithing ,"n.) The act or art of working or forging metals, as iron, into any desired shape.",,,,,,
Smithsonian ,"a.) Of or pertaining to the Englishman J. L. M. Smithson, or to the national institution of learning which he endowed at Washington, D. C.; as, the Smithsonian Institution; Smithsonian Reports.",,,,,,
Smithsonian ,n.) The Smithsonian Institution.,,,,,,
Smithsonite ,"n.) Native zinc carbonate. It generally occurs in stalactitic, reniform, or botryoidal shapes, of a white to gray, green, or brown color. See Note under Calamine.",,,,,,
Smithy ,"n.) The workshop of a smith, esp. a blacksmith; a smithery; a stithy.",,,,,,
Smitt ,"v. t.) Fine clay or ocher made up into balls, used for marking sheep.",,,,,,
Smitten ,) p. p. of Smite.,,,,,,
Smittle ,v. t.) To infect.,,,,,,
Smittle ,n.) Infection.,,,,,,
Smittle ,a.) Alt. of Smittlish,,,,,,
Smittlish ,a.) Infectious; catching.,,,,,,
Smock ,n.) A woman's under-garment; a shift; a chemise.,,,,,,
Smock ,n.) A blouse; a smoock frock.,,,,,,
Smock ,"a.) Of or pertaining to a smock; resembling a smock; hence, of or pertaining to a woman.",,,,,,
Smock ,"v. t.) To provide with, or clothe in, a smock or a smock frock.",,,,,,
Smock-faced ,a.) Having a feminine countenance or complexion; smooth-faced; girlish.,,,,,,
Smock frock ,") A coarse frock, or shirt, worn over the other dress, as by farm laborers.",,,,,,
Smockless ,a.) Wanting a smock.,,,,,,
Smokable ,"a.) Capable of being smoked; suitable or ready to be smoked; as, smokable tobacco.",,,,,,
Smoke ,"n.) The visible exhalation, vapor, or substance that escapes, or expelled, from a burning body, especially from burning vegetable matter, as wood, coal, peat, or the like.",,,,,,
Smoke ,n.) That which resembles smoke; a vapor; a mist.,,,,,,
Smoke ,"n.) Anything unsubstantial, as idle talk.",,,,,,
Smoke ,"n.) The act of smoking, esp. of smoking tobacco; as, to have a smoke.",,,,,,
Smoked ,imp. & p. p.) of Smoke,,,,,,
Smoking ,p. pr. & vb n.) of Smoke,,,,,,
Smoke ,n.) To emit smoke; to throw off volatile matter in the form of vapor or exhalation; to reek.,,,,,,
Smoke ,"n.) Hence, to burn; to be kindled; to rage.",,,,,,
Smoke ,n.) To raise a dust or smoke by rapid motion.,,,,,,
Smoke ,"n.) To draw into the mouth the smoke of tobacco burning in a pipe or in the form of a cigar, cigarette, etc.; to habitually use tobacco in this manner.",,,,,,
Smoke ,n.) To suffer severely; to be punished.,,,,,,
Smoke ,"v. t.) To apply smoke to; to hang in smoke; to disinfect, to cure, etc., by smoke; as, to smoke or fumigate infected clothing; to smoke beef or hams for preservation.",,,,,,
Smoke ,"v. t.) To fill or scent with smoke; hence, to fill with incense; to perfume.",,,,,,
Smoke ,v. t.) To smell out; to hunt out; to find out; to detect.,,,,,,
Smoke ,v. t.) To ridicule to the face; to quiz.,,,,,,
Smoke ,"v. t.) To inhale and puff out the smoke of, as tobacco; to burn or use in smoking; as, to smoke a pipe or a cigar.",,,,,,
Smoke ,"v. t.) To subject to the operation of smoke, for the purpose of annoying or driving out; -- often with out; as, to smoke a woodchuck out of his burrow.",,,,,,
Smoke-dry ,v. t.) To dry by or in smoke.,,,,,,
Smokehouse ,n.) A building where meat or fish is cured by subjecting it to a dense smoke.,,,,,,
Smokejack ,n.) A contrivance for turning a spit by means of a fly or wheel moved by the current of ascending air in a chimney.,,,,,,
Smokeless ,a.) Making or having no smoke.,,,,,,
Smoker ,n.) One who dries or preserves by smoke.,,,,,,
Smoker ,n.) One who smokes tobacco or the like.,,,,,,
Smoker ,n.) A smoking car or compartment.,,,,,,
Smokestack ,"n.) A chimney; esp., a pipe serving as a chimney, as the pipe which carries off the smoke of a locomotive, the funnel of a steam vessel, etc.",,,,,,
Smokily ,adv.) In a smoky manner.,,,,,,
Smokiness ,n.) The quality or state of being smoky.,,,,,,
Smoking ,) a. & n. from Smoke.,,,,,,
Smoky ,"superl.) Emitting smoke, esp. in large quantities or in an offensive manner; fumid; as, smoky fires.",,,,,,
Smoky ,"superl.) Having the appearance or nature of smoke; as, a smoky fog.",,,,,,
Smoky ,"superl.) Filled with smoke, or with a vapor resembling smoke; thick; as, a smoky atmosphere.",,,,,,
Smoky ,"superl.) Subject to be filled with smoke from chimneys or fireplace; as, a smoky house.",,,,,,
Smoky ,"superl.) Tarnished with smoke; noisome with smoke; as, smoky rafters; smoky cells.",,,,,,
Smoky ,superl.) Suspicious; open to suspicion.,,,,,,
Smoldered ,imp. & p. p.) of Smoulder,,,,,,
Smouldered ,) of Smoulder,,,,,,
Smoldering ,p. pr. & vb. n.) of Smoulder,,,,,,
Smouldering ,) of Smoulder,,,,,,
Smolder ,v. i.) Alt. of Smoulder,,,,,,
Smoulder ,v. i.) To burn and smoke without flame; to waste away by a slow and supressed combustion.,,,,,,
Smoulder ,"v. i.) To exist in a state of suppressed or smothered activity; to burn inwardly; as, a smoldering feud.",,,,,,
Smolder ,v. t.) Alt. of Smoulder,,,,,,
Smoulder ,v. t.) To smother; to suffocate; to choke.,,,,,,
Smolder ,n.) Alt. of Smoulder,,,,,,
Smoulder ,n.) Smoke; smother.,,,,,,
Smoldering ,a.) Alt. of Smouldering,,,,,,
Smouldering ,a.) Being in a state of suppressed activity; quiet but not dead.,,,,,,
Smolderingness ,n.) Alt. of Smoulderingness,,,,,,
Smoulderingness ,n.) The state of smoldering.,,,,,,
Smoldry ,a.) Alt. of Smouldry,,,,,,
Smouldry ,a.) Smoldering; suffocating; smothery.,,,,,,
Smolt ,"n.) A young salmon two or three years old, when it has acquired its silvery color.",,,,,,
Smooch ,v. t.) See Smutch.,,,,,,
Smoor ,v. t.) To suffocate or smother.,,,,,,
Smooth ,"superl.) Having an even surface, or a surface so even that no roughness or points can be perceived by the touch; not rough; as, smooth glass; smooth porcelain.",,,,,,
Smooth ,"superl.) Evenly spread or arranged; sleek; as, smooth hair.",,,,,,
Smooth ,"superl.) Gently flowing; moving equably; not ruffled or obstructed; as, a smooth stream.",,,,,,
Smooth ,"superl.) Flowing or uttered without check, obstruction, or hesitation; not harsh; voluble; even; fluent.",,,,,,
Smooth ,superl.) Bland; mild; smoothing; fattering.,,,,,,
Smooth ,superl.) Causing no resistance to a body sliding along its surface; frictionless.,,,,,,
Smooth ,adv.) Smoothly.,,,,,,
Smooth ,n.) The act of making smooth; a stroke which smooths.,,,,,,
Smooth ,n.) That which is smooth; the smooth part of anything.,,,,,,
Smoothed ,imp. & p. p.) of Smooth,,,,,,
Smoothing ,p. pr. & vb. n.) of Smooth,,,,,,
Smooth ,"a.) To make smooth; to make even on the surface by any means; as, to smooth a board with a plane; to smooth cloth with an iron.",,,,,,
Smooth ,a.) To free from obstruction; to make easy.,,,,,,
Smooth ,a.) To free from harshness; to make flowing.,,,,,,
Smooth ,"a.) To palliate; to gloze; as, to smooth over a fault.",,,,,,
Smooth ,a.) To give a smooth or calm appearance to.,,,,,,
Smooth ,a.) To ease; to regulate.,,,,,,
Smooth ,v. i.) To flatter; to use blandishment.,,,,,,
Smoothbore ,a.) Having a bore of perfectly smooth surface; -- distinguished from rifled.,,,,,,
Smoothbore ,n.) A smoothbore firearm.,,,,,,
Smooth-chinned ,a.) Having a smooth chin; beardless.,,,,,,
Smoothen ,v. t.) To make smooth.,,,,,,
Smoother ,"n.) One who, or that which, smooths.",,,,,,
Smoothing ,"a. & n.) fr. Smooth, v.",,,,,,
Smoothly ,adv.) In a smooth manner.,,,,,,
Smoothness ,n.) Quality or state of being smooth.,,,,,,
Smooth-spoken ,a.) Speaking smoothly; plausible; flattering; smooth-tongued.,,,,,,
Smooth-tongued ,a.) Having a smooth tongue; plausible; flattering.,,,,,,
Smore ,v. t.) To smother. See Smoor.,,,,,,
Smorzando ,a.) Alt. of Smorsato,,,,,,
Smorsato ,a.) Growing gradually fainter and softer; dying away; morendo.,,,,,,
Smote ,) imp. ,/ rare p. p.) of Smite.,,,,,
Smoterlich ,a.) Dirty; foul.,,,,,,
Smothered ,imp. & p. p.) of Smother,,,,,,
Smothering ,p. pr. & vb. n.) of Smother,,,,,,
Smother ,"v. t.) To destroy the life of by suffocation; to deprive of the air necessary for life; to cover up closely so as to prevent breathing; to suffocate; as, to smother a child.",,,,,,
Smother ,"v. t.) To affect as by suffocation; to stife; to deprive of air by a thick covering, as of ashes, of smoke, or the like; as, to smother a fire.",,,,,,
Smother ,"v. t.) Hence, to repress the action of; to cover from public view; to suppress; to conceal; as, to smother one's displeasure.",,,,,,
Smother ,v. i.) To be suffocated or stifled.,,,,,,
Smother ,"v. i.) To burn slowly, without sufficient air; to smolder.",,,,,,
Smother ,v. t.) Stifling smoke; thick dust.,,,,,,
Smother ,v. t.) A state of suppression.,,,,,,
Smotheriness ,n.) The quality or state of being smothery.,,,,,,
Smotheringly ,adv.) In a smothering manner.,,,,,,
Smothery ,a.) Tending to smother; stifling.,,,,,,
Smouch ,v. t.) To kiss closely.,,,,,,
Smouch ,"v. t.) To smutch; to soil; as, to smouch the face.",,,,,,
Smouch ,n.) A dark soil or stain; a smutch.,,,,,,
Smoulder ,v. i.) See Smolder.,,,,,,
Smouldry ,a.) See Smoldry.,,,,,,
Smudge ,n.) A suffocating smoke.,,,,,,
Smudge ,"n.) A heap of damp combustibles partially ignited and burning slowly, placed on the windward side of a house, tent, or the like, in order, by the thick smoke, to keep off mosquitoes or other insects.",,,,,,
Smudge ,n.) That which is smeared upon anything; a stain; a blot; a smutch; a smear.,,,,,,
Smudged ,imp. & p. p.) of Smudge,,,,,,
Smudging ,p. pr. & vb. n.) of Smudge,,,,,,
Smudge ,v. t.) To stifle or smother with smoke; to smoke by means of a smudge.,,,,,,
Smudge ,v. t.) To smear; to smutch; to soil; to blacken with smoke.,,,,,,
Smudginess ,"n.) The quality or state of being smudged, soiled, or blurred.",,,,,,
Smug ,"a.) Studiously neat or nice, especially in dress; spruce; affectedly precise; smooth and prim.",,,,,,
Smugged ,imp. & p. p.) of Smug,,,,,,
Smugging ,p. pr. & vb. n.) of Smug,,,,,,
Smug ,"v. t.) To make smug, or spruce.",,,,,,
Smuggled ,imp. & p. p.) of Smuggle,,,,,,
Smuggling ,p. pr. & vb. n.) of Smuggle,,,,,,
Smuggle ,"v. t.) To import or export secretly, contrary to the law; to import or export without paying the duties imposed by law; as, to smuggle lace.",,,,,,
Smuggle ,v. t.) Fig.: To convey or introduce clandestinely.,,,,,,
Smuggle ,v. i.) To import or export in violation of the customs laws.,,,,,,
Smuggler ,n.) One who smuggles.,,,,,,
Smuggler ,n.) A vessel employed in smuggling.,,,,,,
Smugly ,adv.) In a smug manner.,,,,,,
Smugness ,n.) The quality or state of being smug.,,,,,,
Smut ,"v. t.) Foul matter, like soot or coal dust; also, a spot or soil made by such matter.",,,,,,
Smut ,"v. t.) Bad, soft coal, containing much earthy matter, found in the immediate locality of faults.",,,,,,
Smut ,"v. t.) An affection of cereal grains producing a swelling which is at length resolved into a powdery sooty mass. It is caused by parasitic fungi of the genus Ustilago. Ustilago segetum, or U. Carbo, is the commonest kind; that of Indian corn is Ustilago maydis.",,,,,,
Smut ,v. t.) Obscene language; ribaldry; obscenity.,,,,,,
Smutted ,imp. & p. p.) of Smut,,,,,,
Smutting ,p. pr. & vb. n.) of Smut,,,,,,
Smut ,"v. t.) To stain or mark with smut; to blacken with coal, soot, or other dirty substance.",,,,,,
Smut ,"v. t.) To taint with mildew, as grain.",,,,,,
Smut ,v. t.) To blacken; to sully or taint; to tarnish.,,,,,,
Smut ,"v. t.) To clear of smut; as, to smut grain for the mill.",,,,,,
Smut ,v. i.) To gather smut; to be converted into smut; to become smutted.,,,,,,
Smut ,v. i.) To give off smut; to crock.,,,,,,
Smutch ,n.) A stain; a dirty spot.,,,,,,
Smutched ,imp. & p. p.) of Smutch,,,,,,
Smutching ,p. pr. & vb. n.) of Smutch,,,,,,
Smutch ,"v. t.) To blacken with smoke, soot, or coal.",,,,,,
Smutchin ,n.) Snuff.,,,,,,
Smutty ,superl.) Soiled with smut; smutted.,,,,,,
Smutty ,"superl.) Tainted with mildew; as, smutty corn.",,,,,,
Smutty ,"superl.) Obscene; not modest or pure; as, a smutty saying.",,,,,,
Smyrniot ,a.) Of or pertaining to Smyrna.,,,,,,
Smyrniot ,n.) A native or inhabitant of Smyrna.,,,,,,
Snack ,"v. t.) A share; a part or portion; -- obsolete, except in the colloquial phrase, to go snacks, i. e., to share.",,,,,,
Snack ,"v. t.) A slight, hasty repast.",,,,,,
Snacket ,n.) See Snecket.,,,,,,
Snacot ,n.) A pipefish of the genus Syngnathus. See Pipefish.,,,,,,
Snaffle ,"n.) A kind of bridle bit, having a joint in the part to be placed in the mouth, and rings and cheek pieces at the ends, but having no curb; -- called also snaffle bit.",,,,,,
Snaffled ,imp. & p. p.) of Snaffle,,,,,,
Snaffling ,p. pr. & vb. n.) of Snaffle,,,,,,
Snaffle ,v. t.) To put a snaffle in the mouth of; to subject to the snaffle; to bridle.,,,,,,
Snag ,"n.) A stump or base of a branch that has been lopped off; a short branch, or a sharp or rough branch; a knot; a protuberance.",,,,,,
Snag ,"n.) A tooth projecting beyond the rest; contemptuously, a broken or decayed tooth.",,,,,,
Snag ,"n.) A tree, or a branch of a tree, fixed in the bottom of a river or other navigable water, and rising nearly or quite to the surface, by which boats are sometimes pierced and sunk.",,,,,,
Snag ,n.) One of the secondary branches of an antler.,,,,,,
Snagged ,imp. & p. p.) of Snag,,,,,,
Snagging ,p. pr. & vb. n.) of Snag,,,,,,
Snag ,"v. t.) To cut the snags or branches from, as the stem of a tree; to hew roughly.",,,,,,
Snag ,"v. t.) To injure or destroy, as a steamboat or other vessel, by a snag, or projecting part of a sunken tree.",,,,,,
Snagged ,a.) Full of snags; snaggy.,,,,,,
Snaggy ,"a.) Full of snags; full of short, rough branches or sharp points; abounding with knots.",,,,,,
Snaggy ,a.) Snappish; cross; ill-tempered.,,,,,,
Snail ,"n.) Any one of numerous species of terrestrial air-breathing gastropods belonging to the genus Helix and many allied genera of the family Helicidae. They are abundant in nearly all parts of the world except the arctic regions, and feed almost entirely on vegetation; a land snail.",,,,,,
Snail ,"n.) Any gastropod having a general resemblance to the true snails, including fresh-water and marine species. See Pond snail, under Pond, and Sea snail.",,,,,,
